OutcomeType,AnimalType,SexuponOutcome,Breed,Color,mix_breed,clean_age,weekday,hour,day,month,Sex,neuter_status
Transfer,Dog,Neutered Male,Other,Red,0,60.0,1,16,31,12,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,Fawn/White,1,36.0,6,18,31,5,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black/White,1,0.5,1,14,23,6,Unknown,Unknown
Transfer,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Black,1,24.0,4,11,13,12,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Medium Hair Mix,Black/White,1,2.0,0,18,22,9,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Brown Brindle,1,60.0,2,15,17,12,Female,Spayed
Transfer,Cat,Intact Female,Siamese Mix,Lynx Point,1,1.0,4,14,19,9,Female,Intact
Adoption,Dog,Spayed Female,German Shepherd Mix,Tan/Black,1,24.0,1,18,23,6,Female,Spayed
Transfer,Cat,Unknown,Domestic Longhair Mix,Black,1,12.0,1,18,25,11,Unknown,Unknown
Transfer,Dog,Unknown,Pit Bull Mix,Blue/White,1,0.0,6,15,5,1,Unknown,Unknown
Return_to_owner,Dog,Spayed Female,Beagle Mix,Tricolor,1,48.0,5,12,9,8,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,1,1.0,2,18,27,5,Unknown,Unknown
Adoption,Dog,Spayed Female,Other,Black/Brown,0,4.0,4,17,7,11,Female,Spayed
Adoption,Cat,Intact Male,Domestic Shorthair Mix,Other,1,2.0,6,17,6,7,Male,Intact
Transfer,Dog,Neutered Male,Rat Terrier Mix,White/Black,1,12.0,2,0,28,10,Male,Neutered
Adoption,Dog,Spayed Female,Other,White,0,3.0,4,15,10,7,Female,Spayed
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Black/White,1,156.0,3,11,1,1,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Tortie,1,3.0,4,18,15,11,Female,Intact
Transfer,Dog,Intact Female,Labrador Retriever Mix,Yellow,1,3.0,3,16,25,9,Female,Intact
Adoption,Dog,Neutered Male,Pit Bull Mix,Black/White,1,12.0,5,15,21,11,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White,1,2.0,6,17,14,9,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,White,1,48.0,3,17,19,12,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,3.0,5,20,12,7,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/White,1,120.0,2,14,7,1,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,Brown Brindle,0,24.0,1,18,17,3,Male,Neutered
Euthanasia,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White,1,36.0,4,18,15,5,Male,Neutered
Transfer,Dog,Neutered Male,Other,Black,0,24.0,3,14,9,7,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby/White,1,36.0,6,16,3,11,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,White,1,36.0,1,13,28,10,Male,Neutered
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,12.0,4,17,16,5,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,60.0,6,15,24,11,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Brown,0,36.0,3,17,10,7,Female,Spayed
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Black/White,1,2.0,2,18,22,4,Female,Spayed
Return_to_owner,Dog,Spayed Female,Boxer Mix,Other,1,12.0,4,17,8,1,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black,1,0.5,6,15,29,3,Female,Intact
Adoption,Dog,Neutered Male,Other,Brown/Black,1,10.0,0,15,5,1,Male,Neutered
Transfer,Dog,Intact Female,Pit Bull Mix,Black/White,1,1.0,3,11,22,5,Female,Intact
Euthanasia,Cat,Neutered Male,Domestic Medium Hair Mix,White,1,120.0,1,18,15,7,Male,Neutered
Euthanasia,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby/White,1,5.0,2,16,22,7,Female,Intact
Return_to_owner,Dog,Spayed Female,Pit Bull Mix,Other,1,12.0,4,17,21,2,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,1,1.0,1,15,6,10,Male,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,4.0,0,15,29,12,Female,Spayed
Transfer,Dog,Spayed Female,Labrador Retriever Mix,Tan/White,1,24.0,2,16,23,7,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black,1,1.0,3,15,13,8,Male,Intact
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Tricolor,1,1.0,5,17,27,6,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Brown,0,36.0,6,16,20,4,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Other,0,108.0,2,18,9,10,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,1.0,6,13,27,9,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby,1,0.25,5,15,22,8,Unknown,Unknown
Return_to_owner,Dog,Neutered Male,German Shepherd Mix,Black/Tan,1,2.0,1,11,6,1,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,1,6.0,5,18,23,1,Female,Spayed
Return_to_owner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,1,4.0,5,13,12,9,Unknown,Unknown
Adoption,Cat,Neutered Male,Siamese Mix,Seal Point,1,10.0,5,16,16,8,Male,Neutered
Transfer,Dog,Intact Female,Other,Black,0,1.0,3,0,2,4,Female,Intact
Adoption,Dog,Spayed Female,Other,Black/White,0,48.0,6,16,5,1,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,1,2.0,5,15,20,6,Male,Intact
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,White/Blue,1,12.0,0,15,19,1,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Sable,1,36.0,0,14,12,10,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White,1,6.0,4,14,27,2,Male,Neutered
Transfer,Cat,Spayed Female,Domestic Medium Hair Mix,Tortie,1,10.0,1,12,28,4,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,1,0.5,2,17,21,5,Male,Intact
Return_to_owner,Dog,Spayed Female,Pit Bull Mix,Blue/White,1,48.0,5,17,21,11,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Blue,1,3.0,6,18,3,11,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black/White,1,1.0,5,17,5,9,Unknown,Unknown
Return_to_owner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,96.0,2,13,2,10,Female,Spayed
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,1,36.0,2,18,4,2,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black,1,24.0,5,16,28,12,Unknown,Unknown
Transfer,Cat,Intact Male,Domestic Medium Hair Mix,Blue/White,1,1.0,4,11,22,11,Male,Intact
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,1,0.75,6,12,13,4,Male,Intact
Euthanasia,Dog,Neutered Male,Other,Black/Tan,0,120.0,1,13,1,10,Male,Neutered
Return_to_owner,Dog,Spayed Female,German Shepherd Mix,Black/Tan,1,10.0,0,18,10,2,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,2.0,6,17,29,6,Male,Neutered
Adoption,Dog,Spayed Female,German Shepherd Mix,Sable,1,36.0,2,16,13,11,Female,Spayed
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,1,108.0,3,9,19,3,Female,Spayed
Transfer,Dog,Neutered Male,Other,White,1,108.0,3,14,15,1,Male,Neutered
Adoption,Dog,Neutered Male,Yorkshire Terrier Mix,Brown/Black,1,24.0,5,19,23,5,Male,Neutered
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,1,48.0,0,18,14,12,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,2.0,5,17,18,7,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,1,2.0,6,18,15,3,Female,Spayed
Euthanasia,Cat,Intact Male,Domestic Medium Hair Mix,Brown Tabby/White,1,24.0,0,12,15,12,Male,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,12.0,0,17,7,9,Female,Spayed
Return_to_owner,Dog,Neutered Male,Rat Terrier Mix,Tricolor,1,24.0,3,11,31,10,Male,Neutered
Adoption,Dog,Neutered Male,Pit Bull Mix,Black/White,1,24.0,0,17,23,11,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/Black,1,180.0,4,16,22,8,Male,Neutered
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Other,1,12.0,4,17,13,11,Male,Neutered
Euthanasia,Dog,Intact Male,Chihuahua Shorthair Mix,Tan,1,24.0,0,15,6,1,Male,Intact
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Brown/White,1,24.0,4,19,10,7,Female,Spayed
Transfer,Dog,Intact Female,Australian Shepherd Mix,White/Brown,1,4.0,2,17,30,7,Female,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black,1,3.0,1,12,24,12,Female,Intact
Adoption,Dog,Neutered Male,Other,Black/White,0,2.0,2,18,20,11,Male,Neutered
Adoption,Dog,Neutered Male,Other,White,1,48.0,4,17,17,1,Male,Neutered
Transfer,Dog,Intact Male,Other,Other,0,5.0,5,16,7,11,Male,Intact
Adoption,Dog,Spayed Female,Miniature Poodle Mix,White,1,12.0,3,19,7,11,Female,Spayed
Transfer,Dog,Neutered Male,Dachshund Mix,Other,1,12.0,5,10,9,11,Male,Neutered
Adoption,Dog,Spayed Female,Other,Tan,0,2.0,6,15,23,2,Female,Spayed
Transfer,Cat,Intact Male,Other,Other,1,1.0,1,12,22,4,Male,Intact
Transfer,Dog,Intact Male,Chihuahua Shorthair Mix,Tan/White,1,24.0,5,15,2,11,Male,Intact
Adoption,Dog,Neutered Male,Other,Other,1,48.0,3,11,19,2,Male,Neutered
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Fawn/White,1,12.0,6,18,17,5,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,Other,0,60.0,6,15,26,4,Male,Neutered
Adoption,Dog,Spayed Female,Other,Brown/White,0,36.0,4,18,10,10,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,1,4.0,4,9,3,7,Male,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Other,1,3.0,1,8,25,8,Female,Spayed
Euthanasia,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby,1,96.0,3,10,7,8,Unknown,Unknown
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Tortie,1,1.0,4,9,14,11,Female,Intact
Return_to_owner,Dog,Neutered Male,Other,Other,0,12.0,2,17,6,8,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black/White,1,0.5,4,17,26,6,Male,Intact
Adoption,Dog,Neutered Male,Labrador Retriever Mix,Tan,1,1.0,5,21,2,5,Male,Neutered
Adoption,Dog,Intact Male,Labrador Retriever Mix,Cream,1,3.0,6,11,17,8,Male,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,1,0.0,2,11,23,4,Female,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Calico,1,60.0,5,17,8,8,Female,Spayed
Euthanasia,Dog,Spayed Female,Pit Bull Mix,Tan/White,1,24.0,3,8,12,2,Female,Spayed
Return_to_owner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,1,24.0,2,17,21,10,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,White/Black,1,12.0,0,18,16,2,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,36.0,6,16,26,1,Male,Neutered
Adoption,Dog,Spayed Female,Other,Red/White,0,4.0,5,18,2,5,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,1,12.0,5,12,3,5,Female,Intact
Adoption,Dog,Spayed Female,Other,Sable,0,12.0,0,13,25,11,Female,Spayed
Return_to_owner,Dog,Neutered Male,Chihuahua Longhair Mix,Brown/White,1,12.0,2,17,4,11,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Black,1,36.0,3,17,9,10,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black,1,0.25,1,17,9,9,Male,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,2.0,1,18,12,11,Male,Neutered
Return_to_owner,Dog,Neutered Male,Siberian Husky Mix,White,1,12.0,1,18,3,3,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,Brown/White,1,48.0,2,15,12,11,Female,Spayed
Adoption,Dog,Spayed Female,Other,Black/White,0,12.0,6,18,2,8,Female,Spayed
Adoption,Dog,Spayed Female,Other,Black/White,0,2.0,6,12,13,12,Female,Spayed
Adoption,Dog,Spayed Female,Other,Black/Brown,1,12.0,6,16,29,3,Female,Spayed
Adoption,Dog,Neutered Male,Beagle Mix,Tan/White,1,36.0,6,18,28,9,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black/White,1,3.0,1,19,24,11,Male,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby/White,1,0.0,1,10,14,4,Unknown,Unknown
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,1,3.0,5,17,28,2,Male,Neutered
Died,Dog,Intact Male,Chihuahua Shorthair Mix,Brown/Black,1,0.0,4,7,27,6,Male,Intact
Transfer,Cat,Intact Female,Other,Seal Point,0,0.75,6,15,17,5,Female,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Other,1,2.0,2,17,25,6,Female,Spayed
Adoption,Dog,Spayed Female,Other,Brown/White,0,12.0,4,16,16,5,Female,Spayed
Transfer,Dog,Neutered Male,Pit Bull Mix,White/Brown Brindle,1,12.0,0,12,30,12,Male,Neutered
Euthanasia,Dog,Neutered Male,Other,Brown,0,36.0,6,16,2,3,Male,Neutered
Transfer,Cat,Intact Female,Other,Brown Tabby,1,1.0,6,13,28,6,Female,Intact
Return_to_owner,Cat,Spayed Female,Domestic Medium Hair Mix,Calico,1,12.0,5,11,12,7,Female,Spayed
Return_to_owner,Dog,Intact Male,Rottweiler Mix,Black/Tan,1,12.0,4,18,6,2,Male,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,3.0,1,18,20,1,Male,Neutered
Adoption,Dog,Neutered Male,Other,Brown/White,0,48.0,6,11,18,1,Male,Neutered
Adoption,Dog,Spayed Female,Other,Tan,0,12.0,5,18,25,4,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black,1,0.25,6,15,20,7,Unknown,Unknown
Adoption,Dog,Neutered Male,Labrador Retriever Mix,Black/White,1,4.0,2,19,24,6,Male,Neutered
Euthanasia,Dog,Intact Female,Jack Russell Terrier Mix,Brown/White,1,1.0,0,12,15,2,Female,Intact
Adoption,Dog,Neutered Male,Other,Chocolate,0,60.0,0,17,4,1,Male,Neutered
Adoption,Dog,Spayed Female,Chihuahua Longhair Mix,Other,1,48.0,3,19,11,2,Female,Spayed
Adoption,Dog,Neutered Male,Other,Tan/White,0,10.0,3,17,10,7,Male,Neutered
Transfer,Dog,Neutered Male,Other,Blue/White,0,108.0,0,12,20,7,Male,Neutered
Adoption,Dog,Neutered Male,Other,Black/Brown,0,48.0,4,12,13,3,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Other,1,2.0,5,17,16,11,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Other,0,60.0,6,13,28,6,Male,Neutered
Adoption,Dog,Neutered Male,Other,Tan/Black,1,2.0,6,17,2,2,Male,Neutered
Transfer,Dog,Neutered Male,Other,Red,0,8.0,4,12,19,9,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair,Black,0,1.0,5,11,9,5,Unknown,Unknown
Euthanasia,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,1,2.0,6,15,13,10,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,White/Black,1,4.0,1,13,14,10,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,1,120.0,5,18,18,10,Female,Spayed
Transfer,Dog,Intact Male,Australian Cattle Dog Mix,Brown/White,1,3.0,4,14,18,7,Male,Intact
Adoption,Dog,Neutered Male,Labrador Retriever Mix,Black/White,1,2.0,2,17,17,6,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,Other,1,48.0,3,14,10,7,Female,Spayed
Adoption,Dog,Spayed Female,German Shepherd Mix,Brown/White,1,2.0,0,18,11,8,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,2.0,1,17,18,8,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,1,12.0,5,9,27,9,Unknown,Unknown
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,2.0,5,9,17,5,Male,Neutered
Adoption,Dog,Neutered Male,Other,Red/White,1,2.0,1,16,10,3,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,2.0,0,17,31,8,Male,Neutered
Adoption,Dog,Neutered Male,Other,Black/White,0,36.0,5,13,8,3,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/White,1,0.0,4,15,5,9,Unknown,Unknown
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,12.0,2,16,26,2,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,1,6.0,1,19,24,11,Male,Intact
Euthanasia,Dog,Intact Female,Other,Tan,0,2.0,6,16,23,2,Female,Intact
Adoption,Dog,Spayed Female,Pit Bull Mix,Brown Brindle/White,1,24.0,5,18,16,1,Female,Spayed
Adoption,Dog,Spayed Female,Other,Brown/Black,0,2.0,2,18,14,1,Female,Spayed
Adoption,Dog,Spayed Female,Other,Other,0,2.0,6,18,24,5,Female,Spayed
Return_to_owner,Dog,Intact Female,Siberian Husky Mix,Red/White,1,36.0,2,16,29,10,Female,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Calico,1,0.75,6,15,27,10,Female,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black,1,12.0,2,9,6,5,Unknown,Unknown
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,1,3.0,2,16,23,12,Female,Spayed
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,1,24.0,3,19,17,9,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black,1,0.25,5,17,13,9,Unknown,Unknown
Adoption,Dog,Neutered Male,Pit Bull Mix,Brown Brindle,1,12.0,4,17,6,11,Male,Neutered
Adoption,Dog,Neutered Male,Other,Red,1,24.0,0,16,21,12,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,2.0,4,17,10,10,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,White/Tan,1,120.0,0,18,7,4,Male,Neutered
Return_to_owner,Dog,Spayed Female,Labrador Retriever Mix,Yellow,1,24.0,3,11,26,6,Female,Spayed
Adoption,Dog,Spayed Female,Other,Black,0,10.0,0,17,23,3,Female,Spayed
Transfer,Cat,Spayed Female,Siamese Mix,Other,1,72.0,2,14,7,10,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Brown,0,24.0,4,11,4,4,Female,Spayed
Adoption,Dog,Spayed Female,Other,Tricolor,1,6.0,6,15,12,10,Female,Spayed
Transfer,Dog,Neutered Male,Pit Bull Mix,Blue/White,1,24.0,1,14,8,9,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,2.0,6,12,16,8,Female,Spayed
Adoption,Dog,Intact Female,Other,Black/Brown,0,120.0,4,18,27,2,Female,Intact
Return_to_owner,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,1,120.0,0,14,7,9,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,6.0,6,14,24,11,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black,1,0.5,1,14,14,4,Male,Intact
Adoption,Dog,Spayed Female,Dachshund Mix,Brown,1,24.0,0,13,21,4,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black/White,1,0.25,4,19,19,6,Unknown,Unknown
Adoption,Dog,Neutered Male,Other,Other,1,12.0,6,14,15,6,Male,Neutered
Transfer,Dog,Spayed Female,Beagle Mix,Brown/White,1,12.0,1,13,13,10,Female,Spayed
Adoption,Dog,Spayed Female,Other,Tan,0,12.0,2,17,26,2,Female,Spayed
Euthanasia,Dog,Spayed Female,Boxer Mix,Red/White,1,108.0,2,15,19,3,Female,Spayed
Adoption,Dog,Intact Female,Other,Buff,0,156.0,1,16,10,11,Female,Intact
Return_to_owner,Dog,Neutered Male,Other,Tricolor,1,12.0,4,13,20,3,Male,Neutered
Adoption,Dog,Spayed Female,Other,White/Brown,0,24.0,6,11,24,5,Female,Spayed
Euthanasia,Dog,Intact Male,Other,Tricolor,1,12.0,4,12,29,11,Male,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,24.0,1,16,6,1,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black/White,1,0.75,6,13,27,7,Male,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby,1,0.5,6,14,17,5,Unknown,Unknown
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,1,3.0,6,16,27,7,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair,White/Blue,0,4.0,5,16,14,2,Male,Neutered
Transfer,Dog,Neutered Male,Other,Tan,0,12.0,3,16,13,8,Male,Neutered
Euthanasia,Dog,Spayed Female,Pit Bull Mix,Other,1,36.0,2,18,18,6,Female,Spayed
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Red/White,1,36.0,6,15,22,12,Male,Neutered
Adoption,Dog,Neutered Male,Other,Other,0,1.0,4,14,8,5,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/Black,1,24.0,3,18,2,7,Male,Neutered
Transfer,Cat,Spayed Female,Other,Blue,0,24.0,1,9,17,6,Female,Spayed
Adoption,Dog,Neutered Male,Other,Black,0,2.0,1,17,23,12,Male,Neutered
Transfer,Dog,Neutered Male,Chihuahua Longhair Mix,Cream,1,12.0,6,18,11,5,Male,Neutered
Transfer,Cat,Unknown,Domestic Longhair Mix,Other,1,12.0,2,15,29,1,Unknown,Unknown
Transfer,Dog,Spayed Female,Chihuahua Shorthair Mix,Red/White,1,36.0,5,17,25,4,Female,Spayed
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Chocolate,1,6.0,1,19,18,2,Female,Spayed
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,1,12.0,1,14,3,3,Female,Spayed
Adoption,Dog,Intact Female,Other,Tricolor,0,9.0,5,14,21,11,Female,Intact
Euthanasia,Cat,Neutered Male,Domestic Medium Hair Mix,Black,1,108.0,0,15,25,5,Male,Neutered
Adoption,Dog,Spayed Female,Other,White,0,6.0,5,11,14,11,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,7.0,1,15,8,12,Female,Spayed
Return_to_owner,Dog,Intact Male,German Shepherd Mix,Black/Tan,1,24.0,4,12,26,9,Male,Intact
Return_to_owner,Dog,Spayed Female,German Shepherd Mix,Brown/Black,1,180.0,6,12,13,9,Female,Spayed
Adoption,Dog,Spayed Female,Other,Other,1,12.0,1,16,24,12,Female,Spayed
Transfer,Dog,Neutered Male,Other,White/Brown,1,24.0,4,11,19,12,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black/White,1,8.0,3,9,2,4,Female,Intact
Adoption,Dog,Spayed Female,Boxer Mix,Brown,1,6.0,1,16,30,6,Female,Spayed
Transfer,Dog,Neutered Male,Other,Brown/White,0,5.0,0,15,3,3,Male,Neutered
Adoption,Dog,Neutered Male,Other,Brown/White,1,2.0,5,18,18,4,Male,Neutered
Adoption,Dog,Neutered Male,Other,Black,0,24.0,4,12,12,2,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Medium Hair Mix,Blue,1,7.0,5,13,14,6,Female,Spayed
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Black/White,1,12.0,2,17,9,10,Male,Neutered
Adoption,Dog,Neutered Male,Other,Black,1,24.0,3,14,30,4,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,4.0,2,10,13,11,Male,Neutered
Transfer,Dog,Neutered Male,Other,Tricolor,0,24.0,6,12,17,1,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,1,5.0,6,9,14,12,Female,Intact
Return_to_owner,Dog,Intact Male,Chihuahua Shorthair Mix,Brown/White,1,120.0,5,13,7,11,Male,Intact
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black,1,1.0,3,13,8,10,Male,Intact
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Black/White,1,24.0,5,14,11,10,Female,Spayed
Return_to_owner,Cat,Spayed Female,Domestic Medium Hair Mix,Black/White,1,12.0,4,14,28,3,Female,Spayed
Euthanasia,Cat,Intact Male,Domestic Longhair Mix,Blue Tabby,1,3.0,6,17,12,1,Male,Intact
Return_to_owner,Dog,Intact Male,Other,White/Tan,1,5.0,2,18,5,3,Male,Intact
Transfer,Dog,Intact Male,Other,Cream,0,12.0,6,15,19,1,Male,Intact
Return_to_owner,Dog,Neutered Male,Other,Buff,1,72.0,5,15,22,2,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,White/Brown,1,24.0,5,14,16,11,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Tortie,1,6.0,3,9,6,11,Female,Intact
Transfer,Dog,Neutered Male,Other,Other,0,2.0,6,17,22,6,Male,Neutered
Transfer,Dog,Intact Female,Australian Cattle Dog Mix,Tricolor,1,0.25,1,13,15,10,Female,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,8.0,4,16,29,11,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black,1,0.75,3,10,30,10,Unknown,Unknown
Adoption,Dog,Spayed Female,Other,Tan/White,0,2.0,0,17,7,9,Female,Spayed
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/White,1,12.0,3,11,29,1,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White,1,3.0,1,18,4,8,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,2.0,5,17,27,9,Male,Neutered
Transfer,Dog,Intact Female,Other,Other,0,24.0,6,12,1,11,Female,Intact
Return_to_owner,Dog,Neutered Male,Boxer Mix,Fawn/White,1,12.0,0,17,8,9,Male,Neutered
